lavine_speed_smooth,lavine_dist
6.31648472050067,48.9231081216525
6.31648472050067,48.6704491776776
6.31593020984151,48.4152347595775
6.48639227918065,48.1450525192111
6.6055337241264,47.8731227279326
6.67534320260232,47.6168178458336
6.5281131634006,47.3659094175421
6.39695006982425,47.1183310196074
6.3557660919774,46.8646945907098
6.36309469996861,46.6147306228117
6.39680747879957,46.3652963304808
6.43077947472038,46.1090767064577
6.48682994270273,45.8551618193339
6.452086251117,45.6130517541306
6.28827630680401,45.3812507689387
6.01726166901706,45.1656998703264
5.71315648455741,44.9635896395395
5.36467178711221,44.7738402911566
4.88096673343544,44.6146673855639
4.43798439987701,44.4612391689447
4.10154402303879,44.3084584934592
4.07705853419432,44.1460172718457
4.16617756057906,43.9771591625289
4.32734185440329,43.7994741865984
4.3930000237952,43.6273400819463
4.39456242442094,43.4643213417741
4.23148495347589,43.3077991801962
4.12042050885058,43.1586311880833
4.12144610118379,42.9982554940512
4.27002821027422,42.8310816754714
4.46954466128778,42.6612180368095
4.48395179649549,42.4969114869787
4.5601218612593,42.3267059189881
4.69769119268312,42.148733933091
4.85278452699791,41.9689276103953
4.78342352513791,41.8088336222383
4.57853200287563,41.6581329102986
4.4070061953351,41.5161875454298
4.30345243322069,41.3904178013148
4.21164676407469,41.274853678671
4.13225986580379,41.1525632136335
4.11263156979616,41.0316975803939
3.99706582228713,40.9087815868671
3.90939781433761,40.7921607013554
3.80692534602727,40.6797248276091
3.71907930076093,40.5749804244783
3.81212621499004,40.4603353768811
3.73797132552614,40.3623518468696
3.52055636447644,40.2717409520721
3.16309737461916,40.184826754346
3.05211794151606,40.0817713991435
3.11441073062769,39.9878726116669
3.11636409042986,39.9034292122983
3.05517428240257,39.8238554779544
3.09683117602484,39.7347690428949
3.36957094973437,39.6397804137271
3.56882281991633,39.5478870151567
3.65426731478369,39.4621582521243
3.47620912544882,39.3782047579076
3.19450004554233,39.3121621678203
2.98905580282429,39.2554976243035
2.62540359474854,39.2191370921901
2.53730032537891,39.1832651012342
2.62681291703541,39.1616705520104
2.94434517378754,39.1469089232164
3.16723621578764,39.1398255361684
3.15395079952308,39.1348226554638
3.08571592720466,39.1326354130577
2.94578101006651,39.1316881075338
2.69848714038001,39.1500348170637
2.29186728655857,39.1838819727206
1.87133735910741,39.2213444896335
1.66912671528556,39.2581882521392
1.82202191890415,39.2944559831193
1.99685328337328,39.3215226015029
2.09149334466036,39.3342223496601
1.77720497028874,39.3301622770362
1.42566086664449,39.3164354978932
1.10713830293301,39.2977630267538
1.05576761835906,39.2801419182836
1.06188569246199,39.2552668277264
1.09727543973797,39.2223757452771
1.08323526485204,39.1883762396517
1.07250764112075,39.1549033003071
1.0628296403939,39.1178116517016
1.12287839705226,39.0742706030247
1.2549387535371,39.0307259829176
1.33299297704582,38.9878518184383
1.28472646791188,38.9456550947663
1.25800601259852,38.8954759785865
1.23139406562402,38.844056407699
1.38065517508335,38.7979321736198
1.45378374699572,38.7588444512398
1.49695453715452,38.7173027436068
1.45329157310956,38.6705044815942
